SKU,Produto,Qtd Vendida,Data,Bairro,Preço Unitário,Nome,Sobrenome,Gênero
HL2714,Polvo,5,2020-09-19,Dom Lustosa,"R$ 55,00",Isabela,Farias,F
HL4379,Polvo,25,2020-09-19,Aldeota,"R$ 55,00",Ravena,Pereira,F
HL8851,Peixes,5,2020-09-19,Carlito Pamplona,"R$ 15,00",Stephanie,Miranda,F
HL7348,Ostras,25,2020-09-19,Edson Queiroz,"R$ 70,00",Alon,Sales,M
HL1918,Peixes,25,2020-09-19,Dom Lustosa,"R$ 15,00",Carlos,Chein,M
HL8851,Polvo,10,2020-09-19,Mondubim,"R$ 55,00",Renan,Sone,M
HL8851,Polvo,25,2020-09-19,Dionisio Torres,"R$ 55,00",Isabela,Miranda,F
HL1148,Camarão,10,2020-09-19,Granja Portugal,"R$ 28,00",Pedro,Figueiredo,M
HL1918,Camarão,5,2020-09-19,Padre Andrade,"R$ 28,00",Juliana,Costa,F
HL1148,Mexilhões,15,2020-09-19,Edson Queiroz,"R$ 20,00",Caroline,Soledade,F
HL1918,Ostras,25,2020-09-19,Bom Jardim,"R$ 70,00",Ana,Lima,F
HL1918,Mexilhões,15,2020-09-19,Quintino Cunha,"R$ 20,00",Eduardo,Felippe,M
HL1918,Camarão,20,2020-09-19,Pici,"R$ 28,00",Beatriz,Guedes,F
HL1918,Camarão,20,2020-09-19,Ancuri,"R$ 60,00",Isabela,Soares,F
HL2714,Mexilhões,10,2020-09-19,Canindezinho,"R$ 20,00",Antônio,Gonçalves,M
HL1918,Mexilhões,10,2020-09-19,São João do Tauape,"R$ 20,00",Camille,Gonçalves,F
HL1148,Carangueijo,15,2020-09-19,Jóquei Clube,"R$ 45,00",Paloma,Buraco,F
HL2714,Peixes,5,2020-09-19,Lagoa Redonda,"R$ 15,00",Julia,Capitulo,F
HL1918,Ostras,20,2020-09-19,Farias Brito,"R$ 70,00",Monique,Rocha,F
HL1918,Polvo,15,2020-09-19,Joaquim Távora,"R$ 55,00",Maria,Machado,F
HL1918,Mexilhões,10,2020-09-19,Novo Mondubim,"R$ 20,00",Letícia,Pinto,F
HL7348,Peixes,10,2020-09-19,Jardim das Oliveiras,"R$ 15,00",Maurício,Johnson,M
HL2714,Polvo,10,2020-09-19,Vila Ellery,"R$ 55,00",Renan,Sousa,M
HL1918,Ostras,15,2020-09-19,Novo Mondubim,"R$ 70,00",Diego,Lima,M
HL7348,Mexilhões,20,2020-09-19,Jardim América,"R$ 20,00",Alvaro,Sapir,M
HL7348,Mexilhões,5,2020-09-19,Rodolfo Teófilo,"R$ 20,00",Raphael,Oliveira,M
HL9962,Camarão,25,2020-09-19,Manoel Dias Branco,"R$ 60,00",Maria,Duque,F
HL9962,Carangueijo,5,2020-09-19,Parque Genibaú,"R$ 45,00",Mariana,Delgado,F
HL9962,Peixes,20,2020-09-19,Messejana,"R$ 15,00",Amanda,Marins,F
HL9962,Ostras,15,2020-09-20,Cambeba,"R$ 70,00",Guilherme,Almeida,M
HL7348,Mexilhões,20,2020-09-20,Passaré,"R$ 20,00",Caio,Villanova,M
HL4379,Camarão,20,2020-09-20,Boa Vista,"R$ 28,00",Carlos,Xavier,M
HL8851,Peixes,25,2020-09-20,Centro,"R$ 15,00",Daniel,Barroso,M
HL4379,Polvo,10,2020-09-20,Parangaba,"R$ 55,00",Camilla,Cavalcanti,F
HL4379,Ostras,25,2020-09-20,Quintino Cunha,"R$ 70,00",Lucas,Santos,M
HL1918,Ostras,15,2020-09-20,Joaquim Távora,"R$ 70,00",Marina,Ferreira,F
HL1148,Polvo,5,2020-09-20,Cais do Porto,"R$ 55,00",Bruna,Medeiros,F
HL1148,Camarão,15,2020-09-20,Meireles,"R$ 28,00",Matheus,Junior,M
HL8851,Carangueijo,20,2020-09-20,Rodolfo Teófilo,"R$ 45,00",Roberta,Gomes,F
HL1918,Peixes,5,2020-09-20,Henrique Jorge,"R$ 15,00",Gustavo,Alves,M
HL9962,Carangueijo,5,2020-09-20,Monte Castelo,"R$ 45,00",Júlio,Rotsztejn,M
HL1918,Polvo,25,2020-09-20,Vila Velha,"R$ 55,00",Priscila,Chagas,F
HL8851,Peixes,5,2020-09-20,Dionisio Torres,"R$ 15,00",Diego,Mesquita,M
HL1918,Camarão,5,2020-09-20,Messejana,"R$ 28,00",Danilo,Melo,M
HL4379,Polvo,15,2020-09-20,Mondubim,"R$ 55,00",Beatriz,Martins,F
HL1918,Camarão,10,2020-09-20,Parque Santa Maria,"R$ 60,00",Melissa,Silva,F
HL1148,Camarão,5,2020-09-20,José Bonifácio,"R$ 60,00",Marcela,Carvalho,F
HL9962,Mexilhões,5,2020-09-20,Cais do Porto,"R$ 20,00",Pedro,Cruz,M
HL8851,Camarão,5,2020-09-20,Jardim das Oliveiras,"R$ 28,00",Marcelo,Marques,M
HL4379,Carangueijo,10,2020-09-20,São Gerardo,"R$ 45,00",Bruna,Lopes,F
HL1918,Ostras,10,2020-09-20,Parque São José,"R$ 70,00",Breno,Calmon,M
HL8851,Camarão,10,2020-09-20,Conjunto Ceará,"R$ 28,00",Allan,Ressurreição,M
HL1148,Ostras,5,2020-09-20,Mondubim,"R$ 70,00",Chan,Ayres,F
HL9962,Mexilhões,25,2020-09-20,Henrique Jorge,"R$ 20,00",Adriane,Figueiredo,F
HL1918,Polvo,25,2020-09-20,Engenheiro Luciano Cavalcante,"R$ 55,00",Gabriella,Pereira,F
HL2714,Camarão,10,2020-09-20,Barra do Ceará,"R$ 60,00",Victor,Figueiredo,M
HL1148,Peixes,10,2020-09-20,Rodolfo Teófilo,"R$ 15,00",Bruna,Merege,F
HL9962,Peixes,5,2020-09-20,Vila Peri,"R$ 15,00",Amanda,Delgado,F
HL1148,Peixes,15,2020-09-20,Quintino Cunha,"R$ 15,00",Douglas,Sobral,M
HL1918,Polvo,10,2020-09-20,Henrique Jorge,"R$ 55,00",Gabrielle,Pereira,F
HL8851,Ostras,15,2020-09-21,José de Alencar,"R$ 70,00",Juliana,Thome,F
HL2714,Polvo,10,2020-09-21,Ancuri,"R$ 55,00",Maria,Bôas,F
HL7348,Ostras,25,2020-09-21,Edson Queiroz,"R$ 70,00",Roberta,Codeceira,F
HL4379,Peixes,20,2020-09-21,Fátima,"R$ 15,00",Maria,Gama,F
HL1148,Polvo,10,2020-09-21,Lagoa Redonda,"R$ 55,00",Rubens,Pedrosa,M
HL8851,Camarão,25,2020-09-21,Jardim Iracema,"R$ 28,00",Débora,Filho,F
HL1918,Ostras,10,2020-09-21,Sapiranga,"R$ 70,00",Raíza,Almeida,F
HL1918,Mexilhões,5,2020-09-21,Parque Dois Irmãos,"R$ 20,00",Ana,Santos,F
HL1918,Ostras,15,2020-09-21,Barra do Ceará,"R$ 70,00",Arthur,Mello,M
HL1918,Camarão,5,2020-09-21,Paupina,"R$ 60,00",Carolina,Carvalho,F
HL2714,Camarão,5,2020-09-21,Floresta,"R$ 28,00",Tayla,Procaci,F
HL8851,Camarão,25,2020-09-21,Rodolfo Teófilo,"R$ 28,00",Gabrielle,Peixoto,F
HL1918,Peixes,15,2020-09-21,Presidente Kennedy,"R$ 15,00",Jeferson,Junior,M
HL1918,Carangueijo,20,2020-09-21,Álvaro Weyne,"R$ 45,00",Tayla,Correa,F
HL1918,Ostras,15,2020-09-21,Pici,"R$ 70,00",Lucas,Souza,M
HL7348,Mexilhões,25,2020-09-21,Sabiaguaba,"R$ 20,00",Carolina,Santos,F
HL2714,Camarão,15,2020-09-21,Fátima,"R$ 28,00",Jessica,Sapir,F
HL1918,Camarão,5,2020-09-21,Quintino Cunha,"R$ 28,00",Marcela,Guadagnino,F
HL1918,Carangueijo,10,2020-09-21,Centro,"R$ 45,00",Daniel,Peçanha,M
HL1918,Camarão,15,2020-09-21,Henrique Jorge,"R$ 28,00",Bruno,Garcia,M
HL7348,Camarão,5,2020-09-21,Vila Velha,"R$ 28,00",Victor,Lopes,M
HL4379,Mexilhões,10,2020-09-21,Parque Dois Irmãos,"R$ 20,00",João,Figueiredo,M
HL1918,Mexilhões,25,2020-09-21,Floresta,"R$ 20,00",Julia,Filho,F
HL1918,Polvo,25,2020-09-22,Lagoa Redonda,"R$ 55,00",Gustavo,Campos,M
HL1918,Carangueijo,15,2020-09-22,Centro,"R$ 45,00",Guilherme,Monteiro,M
HL8851,Polvo,10,2020-09-22,Álvaro Weyne,"R$ 55,00",Renan,Cabral,M
HL2714,Peixes,25,2020-09-22,Praia de Iracema,"R$ 15,00",Beatriz,Aquino,F
HL4379,Ostras,15,2020-09-22,Parangaba,"R$ 70,00",Mariane,Castilho,F
HL4379,Camarão,25,2020-09-22,Parque Araxá,"R$ 60,00",Jéssica,Rocha,F
HL1918,Peixes,15,2020-09-22,Bom Jardim,"R$ 15,00",Joyce,Buraco,F
HL9962,Carangueijo,25,2020-09-22,Siqueira,"R$ 45,00",Caio,Santos,M
HL4379,Polvo,15,2020-09-22,Granja Portugal,"R$ 55,00",Lucas,Marchesi,M
HL1918,Carangueijo,10,2020-09-22,Messejana,"R$ 45,00",Henrique,Guimarães,M
HL1918,Camarão,10,2020-09-22,Itaperi,"R$ 60,00",Daniel,Felippe,M
HL1918,Carangueijo,10,2020-09-22,Farias Brito,"R$ 45,00",Rilson,Campelo,M
HL8851,Polvo,5,2020-09-22,Cajazeiras,"R$ 55,00",Maria,Kohn,F
HL9962,Camarão,25,2020-09-22,Jardim América,"R$ 28,00",Daniel,Souza,M
HL4379,Peixes,15,2020-09-22,Barra do Ceará,"R$ 15,00",Wendela,Sone,F
HL4379,Camarão,20,2020-09-22,Lagoa Redonda,"R$ 28,00",Guilherme,Marchesi,M
HL8851,Peixes,10,2020-09-22,Rodolfo Teófilo,"R$ 15,00",Ana,Carvalho,F
HL4379,Camarão,10,2020-09-22,Centro,"R$ 60,00",Lucas,Berto,M
HL8851,Ostras,20,2020-09-22,Centro,"R$ 70,00",Carlos,Ayres,M
HL2714,Peixes,25,2020-09-22,Boa Vista,"R$ 15,00",Thomáz,Cavalcanti,M
HL1148,Carangueijo,15,2020-09-22,Cristo Redentor,"R$ 45,00",Diogo,Costa,M
HL8851,Carangueijo,25,2020-09-22,Lagoa Redonda,"R$ 45,00",Hiaiune,Assis,M
HL8851,Camarão,25,2020-09-22,Mondubim,"R$ 60,00",Paola,Silva,F
HL1148,Camarão,20,2020-09-22,Antônio Diogo,"R$ 60,00",Eduardo,Rocha,M
HL8851,Camarão,25,2020-09-22,Autran Nunes,"R$ 28,00",Ulisses,Cormack,M
HL4379,Ostras,15,2020-09-23,Siqueira,"R$ 70,00",Bruna,Almeida,F
HL8851,Camarão,10,2020-09-23,Passaré,"R$ 60,00",Raíssa,Silva,F
HL4379,Carangueijo,10,2020-09-23,Vila União,"R$ 45,00",Guilherme,Rocha,M
HL8851,Mexilhões,20,2020-09-23,Floresta,"R$ 20,00",Henrique,Andrade,M
HL8851,Mexilhões,5,2020-09-23,Jardim das Oliveiras,"R$ 20,00",Thaís,Garcia,F
HL7348,Mexilhões,10,2020-09-23,Vila Ellery,"R$ 20,00",Wilson,Barbosa,M
HL1918,Mexilhões,25,2020-09-23,Edson Queiroz,"R$ 20,00",Ana,Rotsztejn,F
HL1918,Camarão,20,2020-09-23,Passaré,"R$ 28,00",Lucas,Braga,M
HL8851,Camarão,20,2020-09-23,Bom Jardim,"R$ 60,00",Victor,Novak,M
HL1918,Mexilhões,15,2020-09-23,Boa Vista,"R$ 20,00",Ramon,Gomes,M
HL2714,Polvo,25,2020-09-23,Varjota,"R$ 55,00",Carolina,Souza,F
HL9962,Ostras,20,2020-09-23,Antônio Bezerra,"R$ 70,00",Mariane,Felippe,F
HL2714,Polvo,10,2020-09-23,Novo Mondubim,"R$ 55,00",Alexandre,Bôas,M
HL4379,Mexilhões,25,2020-09-23,Praia de Iracema,"R$ 20,00",Isabela,Correa,F
HL1918,Camarão,20,2020-09-23,Vila União,"R$ 60,00",Lucas,Mesquita,M
HL4379,Peixes,5,2020-09-23,Vila Velha,"R$ 15,00",Eduardo,Rodrigues,M
HL4379,Polvo,25,2020-09-23,Edson Queiroz,"R$ 55,00",Carolina,Rodrigues,F
HL1918,Camarão,5,2020-09-23,Conjunto Ceará,"R$ 28,00",Leandro,Silveira,M
HL8851,Camarão,10,2020-09-23,Granja Lisboa,"R$ 28,00",Camilla,Bôas,F
HL8851,Ostras,5,2020-09-23,Autran Nunes,"R$ 70,00",Antonio,Arruda,M
HL4379,Polvo,10,2020-09-23,Novo Mondubim,"R$ 55,00",Vitor,Gomes,M
HL1918,Peixes,15,2020-09-24,Vila Velha,"R$ 15,00",Amanda,Vieira,F
HL7348,Carangueijo,25,2020-09-24,Pedras,"R$ 45,00",Eduardo,Cabral,M
HL1918,Ostras,10,2020-09-24,Cambeba,"R$ 70,00",Rachel,Lima,F
HL1918,Ostras,25,2020-09-24,Dom Lustosa,"R$ 70,00",Roberto,Junior,M
HL1148,Carangueijo,25,2020-09-24,Boa Vista,"R$ 45,00",Eric,Santos,M
HL8851,Peixes,10,2020-09-24,Papicu,"R$ 15,00",Gustavo,Portela,M
HL9962,Camarão,20,2020-09-24,Fátima,"R$ 28,00",João,Silva,M
HL7348,Carangueijo,10,2020-09-24,Olavo Oliveira,"R$ 45,00",Silvio,Tanaka,M
HL2714,Carangueijo,20,2020-09-24,Bom Jardim,"R$ 45,00",Lucas,Pereira,M
HL4379,Ostras,20,2020-09-24,João XXIII,"R$ 70,00",Mariana,Cardoso,F
HL1918,Camarão,25,2020-09-24,Itaoca,"R$ 60,00",Ulisses,Alfradique,M
HL4379,Peixes,10,2020-09-24,Joaquim Távora,"R$ 15,00",Daniel,Gonçalves,M
HL2714,Polvo,20,2020-09-24,Conjunto Esperança,"R$ 55,00",Maria,Júnior,F
HL4379,Mexilhões,15,2020-09-24,Padre Andrade,"R$ 20,00",Alon,Mesquita,M
HL1148,Camarão,25,2020-09-24,Granja Portugal,"R$ 60,00",Iuri,Soares,M
HL8851,Camarão,20,2020-09-24,Boa Vista,"R$ 28,00",Amanda,Polastri,F
HL4379,Carangueijo,25,2020-09-24,Centro,"R$ 45,00",Leonardo,Vasconcellos,M
HL1918,Carangueijo,20,2020-09-24,Olavo Oliveira,"R$ 45,00",Thiago,Barbosa,M
HL1148,Camarão,20,2020-09-24,Prefeito José Walter,"R$ 28,00",Rafael,Bruno,M
HL4379,Polvo,25,2020-09-24,Vicente Pinzon,"R$ 55,00",Guilherme,Bhering,M
HL2714,Polvo,15,2020-09-24,Jangurussu,"R$ 55,00",Elena,Gonçalves,F
HL7348,Polvo,10,2020-09-24,Granja Portugal,"R$ 55,00",Jéssica,Campelo,F
HL4379,Peixes,15,2020-09-24,Engenheiro Luciano Cavalcante,"R$ 15,00",Bernardo,Pereira,M
HL2714,Polvo,10,2020-09-24,Cocó,"R$ 55,00",Lucas,Garcia,M
HL9962,Carangueijo,25,2020-09-24,Messejana,"R$ 45,00",Sthefeson,Vianna,M
HL1918,Polvo,10,2020-09-25,Conjunto Ceará,"R$ 55,00",Luiza,Feijo,F
HL7348,Peixes,10,2020-09-25,Itaperi,"R$ 15,00",Matheus,Matheus,M
HL4379,Peixes,5,2020-09-25,Rodolfo Teófilo,"R$ 15,00",Lunna,Motta,F
HL9962,Peixes,10,2020-09-25,Conjunto Esperança,"R$ 15,00",Marina,Fonseca,F
HL4379,Polvo,20,2020-09-25,Novo Mondubim,"R$ 55,00",Eduardo,Barbosa,M
HL1918,Polvo,10,2020-09-25,Antônio Diogo,"R$ 55,00",Paloma,Cormack,F
HL1148,Carangueijo,20,2020-09-25,Granja Portugal,"R$ 45,00",Gabriel,Soares,M
HL7348,Polvo,15,2020-09-25,Pici,"R$ 55,00",Renan,Delgado,M
HL1918,Peixes,20,2020-09-25,Pici,"R$ 15,00",Isabelle,Stefanelli,F
HL1918,Camarão,15,2020-09-25,Messejana,"R$ 60,00",Eric,Lopes,M
HL1918,Ostras,5,2020-09-25,Planalto Ayrton Senna,"R$ 70,00",Pedro,Rocha,M
HL1918,Carangueijo,20,2020-09-25,Bela Vista,"R$ 45,00",Pedro,Nunes,M
HL1148,Peixes,25,2020-09-25,Quintino Cunha,"R$ 15,00",Wilson,Filho,M
HL9962,Peixes,5,2020-09-25,Sabiaguaba,"R$ 15,00",Yasser,Cavalcanti,M
HL4379,Camarão,10,2020-09-25,Álvaro Weyne,"R$ 60,00",Julia,Kurtz,F
HL7348,Ostras,15,2020-09-25,Sapiranga,"R$ 70,00",Lucas,Sousa,M
HL2714,Mexilhões,20,2020-09-25,São Gerardo,"R$ 20,00",Sarah,Bhering,F
HL1918,Polvo,15,2020-09-25,Manoel Dias Branco,"R$ 55,00",Wilson,Costa,M
HL1918,Peixes,5,2020-09-25,Parque Dois Irmãos,"R$ 15,00",Mariana,Araujo,F
HL1148,Mexilhões,10,2020-09-25,Floresta,"R$ 20,00",Ana,Magalhães,F
HL4379,Ostras,20,2020-09-25,Itaperi,"R$ 70,00",Victoria,Pestana,F
HL2714,Carangueijo,15,2020-09-25,São João do Tauape,"R$ 45,00",Maria,Ressurreição,F
HL8851,Camarão,5,2020-09-25,Lagoa Redonda,"R$ 28,00",Pedro,Sone,M
HL2714,Mexilhões,25,2020-09-25,Jardim América,"R$ 20,00",João,Santos,M
HL4379,Carangueijo,5,2020-09-25,Bonsucesso,"R$ 45,00",David,Britto,M
HL2714,Ostras,15,2020-09-25,Dias Macedo,"R$ 70,00",Juliana,Vianna,F
HL4379,Ostras,5,2020-09-25,Conjunto Ceará,"R$ 70,00",Pedro,Pinto,M
HL1918,Mexilhões,5,2020-09-25,Antônio Diogo,"R$ 20,00",Thales,Cavalcanti,M
HL9962,Carangueijo,15,2020-09-25,Boa Vista,"R$ 45,00",Thomáz,Taylor,M
HL2714,Mexilhões,15,2020-09-25,Cais do Porto,"R$ 20,00",Ana,Barros,F
HL4379,Mexilhões,25,2020-09-25,Quintino Cunha,"R$ 20,00",Willian,Nogueira,M
HL4379,Camarão,25,2020-09-25,Vicente Pinzon,"R$ 60,00",Deysiane,Fernandes,F
HL2714,Polvo,15,2020-09-26,Jardim Iracema,"R$ 55,00",Vinícius,Kurtz,M
HL1148,Mexilhões,15,2020-09-26,Bonsucesso,"R$ 20,00",Felipe,Cardoso,M
HL1918,Mexilhões,5,2020-09-26,Sapiranga,"R$ 20,00",Bernard,Procaci,M
HL7348,Polvo,10,2020-09-26,Floresta,"R$ 55,00",Ana,Fernandes,F
HL4379,Camarão,25,2020-09-26,Antônio Diogo,"R$ 60,00",Lucas,Fonseca,M
HL4379,Camarão,25,2020-09-26,Demócrito Rocha,"R$ 60,00",Ana,Erthal,F
HL1918,Carangueijo,20,2020-09-26,Messejana,"R$ 45,00",Hércules,Silva,M
HL4379,Mexilhões,15,2020-09-26,Aerolândia,"R$ 20,00",Thaís,Barros,F
HL1918,Carangueijo,10,2020-09-26,Bom Jardim,"R$ 45,00",Henrique,Figueiredo,M
HL4379,Polvo,5,2020-09-26,João XXIII,"R$ 55,00",Joao,Pimenta,M
HL2714,Mexilhões,5,2020-09-26,Henrique Jorge,"R$ 20,00",Maria,Nauenberg,F
HL4379,Carangueijo,5,2020-09-26,Mondubim,"R$ 45,00",Karina,Melo,F
HL1148,Camarão,25,2020-09-26,Jardim Iracema,"R$ 28,00",Gabriel,Soares,M
HL1918,Carangueijo,5,2020-09-26,Conjunto Ceará,"R$ 45,00",Adrielle,Villanova,F
HL7348,Camarão,5,2020-09-26,Conjunto Ceará,"R$ 60,00",Sylvio,Moraes,M
HL4379,Camarão,5,2020-09-26,Dionisio Torres,"R$ 28,00",Rogério,Garcia,M
HL4379,Ostras,25,2020-09-26,Serrinha,"R$ 70,00",Leticia,Melo,F
HL9962,Camarão,10,2020-09-26,Canindezinho,"R$ 28,00",Pedro,Carneiro,M
HL1148,Ostras,20,2020-09-27,Engenheiro Luciano Cavalcante,"R$ 70,00",João,Brito,M
HL4379,Carangueijo,20,2020-09-27,Engenheiro Luciano Cavalcante,"R$ 45,00",Joao,Silveira,M
HL8851,Polvo,20,2020-09-27,Cambeba,"R$ 55,00",Matheus,Dias,M
HL2714,Mexilhões,15,2020-09-27,Parque Dois Irmãos,"R$ 20,00",Breno,Calbucci,M
HL1918,Camarão,15,2020-09-27,Planalto Ayrton Senna,"R$ 60,00",William,Moraes,M
HL2714,Carangueijo,15,2020-09-27,Jardim das Oliveiras,"R$ 45,00",Ana,Rodriguez,F
HL9962,Peixes,20,2020-09-27,Canindezinho,"R$ 15,00",Beatriz,Chafin,F
HL1918,Ostras,10,2020-09-27,Jacarecanga,"R$ 70,00",Maria,Aragão,F
HL1148,Ostras,10,2020-09-27,Jangurussu,"R$ 70,00",Wellington,Araujo,M
HL4379,Camarão,10,2020-09-27,Bonsucesso,"R$ 28,00",Giselia,Pereira,F
HL9962,Mexilhões,5,2020-09-27,Patriolino Ribeiro,"R$ 20,00",Leandro,Mattos,M
HL1918,Peixes,10,2020-09-27,Parquelândia,"R$ 15,00",Giulia,Fernandes,F
HL1148,Peixes,5,2020-09-27,Vicente Pinzon,"R$ 15,00",Bruna,Nascimento,F
HL2714,Peixes,5,2020-09-27,Rodolfo Teófilo,"R$ 15,00",Guilherme,Monteiro,M
HL1148,Peixes,20,2020-09-27,Edson Queiroz,"R$ 15,00",Eduardo,Peçanha,M
HL2714,Peixes,5,2020-09-27,Jardim das Oliveiras,"R$ 15,00",Lucas,Lacerda,M
HL1918,Ostras,10,2020-09-27,Praia de Iracema,"R$ 70,00",Mariane,Gomes,F
HL9962,Peixes,20,2020-09-27,Jardim América,"R$ 15,00",Lázaro,Terra,M
HL1918,Carangueijo,10,2020-09-27,Messejana,"R$ 45,00",Amanda,Palmeira,F
HL9962,Camarão,20,2020-09-27,Praia de Iracema,"R$ 60,00",Willian,Souza,M
HL8851,Camarão,10,2020-09-27,Aldeota,"R$ 28,00",Andre,Miranda,M
HL7348,Mexilhões,25,2020-09-27,Siqueira,"R$ 20,00",Alex,Fioretti,M
HL1918,Camarão,15,2020-09-27,Lagoa Redonda,"R$ 60,00",Jonas,Ferreira,M
HL4379,Camarão,20,2020-09-27,Mondubim,"R$ 28,00",Alberto,Candido,M
HL1918,Camarão,25,2020-09-27,Monte Castelo,"R$ 60,00",Rafaela,Oros,F
HL9962,Camarão,5,2020-09-27,Edson Queiroz,"R$ 60,00",Natalia,Almeida,F
HL4379,Polvo,25,2020-09-27,Itaoca,"R$ 55,00",Victor,Portela,M
HL1918,Camarão,20,2020-09-28,Parque São José,"R$ 28,00",Philipe,Andrade,M
HL1148,Camarão,5,2020-09-28,Boa Vista,"R$ 60,00",Gabriella,Souza,F
HL2714,Mexilhões,20,2020-09-28,Siqueira,"R$ 20,00",Alessandra,Magalhães,F
HL1148,Camarão,25,2020-09-28,Conjunto Ceará,"R$ 28,00",Hygor,Mesquita,M
HL2714,Mexilhões,15,2020-09-28,Monte Castelo,"R$ 20,00",Marcelo,Xavier,M
HL1918,Camarão,10,2020-09-28,Pici,"R$ 28,00",Deysiane,Portillo,F
HL1918,Mexilhões,15,2020-09-28,Siqueira,"R$ 20,00",Wen,Felippe,F
HL1918,Camarão,25,2020-09-28,Benfica,"R$ 28,00",Desirée,Wanderley,F
HL8851,Ostras,20,2020-09-28,Siqueira,"R$ 70,00",Rodrigo,Aragão,M
HL4379,Polvo,25,2020-09-28,Jardim Guanabara,"R$ 55,00",Antonio,Puntel,M
HL2714,Camarão,20,2020-09-28,Barroso,"R$ 28,00",José,Londero,M
HL9962,Camarão,20,2020-09-28,Centro,"R$ 28,00",Bruno,Caputo,M
HL1918,Camarão,15,2020-09-28,Demócrito Rocha,"R$ 28,00",Itai,Mesquita,M
HL7348,Carangueijo,5,2020-09-28,Sapiranga,"R$ 45,00",Carolina,Fanara,F
HL4379,Camarão,15,2020-09-28,Centro,"R$ 60,00",Henrique,Cavalcante,M
HL4379,Ostras,20,2020-09-28,Passaré,"R$ 70,00",Breno,Lima,M
HL4379,Camarão,5,2020-09-28,Jardim das Oliveiras,"R$ 28,00",Jessica,Buraco,F
HL1148,Camarão,25,2020-09-28,Passaré,"R$ 60,00",Renan,Nimer,M
HL4379,Carangueijo,10,2020-09-28,Centro,"R$ 45,00",Sthefeson,Fernandes,M
HL7348,Mexilhões,20,2020-09-28,Granja Lisboa,"R$ 20,00",Julia,Cavalcanti,F
HL1918,Carangueijo,5,2020-09-28,Prefeito José Walter,"R$ 45,00",Bruna,Santos,F
HL8851,Carangueijo,25,2020-09-28,Alto da Balança,"R$ 45,00",Michelle,Wanderley,F
HL9962,Ostras,10,2020-09-28,Siqueira,"R$ 70,00",Elaine,Alfradique,F
HL1918,Ostras,10,2020-09-28,Alto Alegre,"R$ 70,00",Gustavo,Júnior,M
HL4379,Peixes,5,2020-09-28,Antônio Diogo,"R$ 15,00",Anna,Monteiro,F
HL2714,Camarão,20,2020-09-29,Granja Portugal,"R$ 28,00",Carlos,Morais,M
HL4379,Mexilhões,5,2020-09-29,Bonsucesso,"R$ 20,00",Roberta,Thoni,F
HL4379,Carangueijo,25,2020-09-29,Engenheiro Luciano Cavalcante,"R$ 45,00",Renan,Costa,M
HL4379,Ostras,10,2020-09-29,Jardim Guanabara,"R$ 70,00",Luis,Paz,F
HL4379,Mexilhões,5,2020-09-29,Quintino Cunha,"R$ 20,00",Leonardo,Bach,M
HL7348,Ostras,15,2020-09-29,Pedras,"R$ 70,00",Thaís,Araujo,F
HL1918,Peixes,10,2020-09-29,Pedras,"R$ 15,00",Patrícia,Gentile,F
HL9962,Camarão,10,2020-09-29,Siqueira,"R$ 28,00",Adriane,Freire,F
HL2714,Camarão,5,2020-09-29,Bom Jardim,"R$ 28,00",Lázaro,Gomes,M
HL1148,Ostras,25,2020-09-29,Parque Santa Maria,"R$ 70,00",Matheus,Lima,M
HL7348,Camarão,15,2020-09-29,Passaré,"R$ 60,00",Roberto,Silva,M
HL1148,Carangueijo,15,2020-09-29,Itaperi,"R$ 45,00",Letícia,Mesquita,F
HL1918,Peixes,25,2020-09-29,Lagoa Redonda,"R$ 15,00",Luiza,Delgado,F
HL7348,Mexilhões,15,2020-09-29,Henrique Jorge,"R$ 20,00",Eduardo,Guedes,M
HL1918,Carangueijo,5,2020-09-29,Sapiranga,"R$ 45,00",Gabriela,Quinto,F
HL4379,Mexilhões,5,2020-09-29,Joaquim Távora,"R$ 20,00",Sylvio,Mesquita,M
HL1918,Camarão,15,2020-09-29,Centro,"R$ 28,00",Raíssa,Goulart,F
HL1918,Ostras,10,2020-09-29,Siqueira,"R$ 70,00",Priscila,Vilela,F
HL2714,Camarão,10,2020-09-29,Conjunto Ceará,"R$ 60,00",Thales,Garcia,M
HL7348,Peixes,20,2020-09-29,Jacarecanga,"R$ 15,00",Adriana,Isbelle,F
HL1918,Camarão,20,2020-09-29,Olavo Oliveira,"R$ 60,00",Juan,Carneiro,M
HL8851,Mexilhões,10,2020-09-29,Parque Araxá,"R$ 20,00",Carolina,Fonseca,F
HL7348,Ostras,20,2020-09-29,Vila Velha,"R$ 70,00",Cláudio,Bhering,M
HL2714,Camarão,25,2020-09-29,Presidente Kennedy,"R$ 28,00",Karoline,Resende,F
HL8851,Polvo,10,2020-09-29,Prefeito José Walter,"R$ 55,00",Bruno,Lacerda,M
HL9962,Carangueijo,15,2020-09-29,Lagoa Redonda,"R$ 45,00",Pedro,Júnior,M
HL2714,Peixes,15,2020-09-29,Novo Mondubim,"R$ 15,00",Victor,Mendes,M
HL9962,Camarão,15,2020-09-29,Centro,"R$ 28,00",Guilherme,Felippe,M
HL9962,Camarão,10,2020-09-29,Montese,"R$ 28,00",Thayane,Rodriguez,F
HL1918,Camarão,25,2020-09-29,Jangurussu,"R$ 28,00",Wilson,Nucci,M
